Time (s),X (m),Y (m)
0.001,0.0008829029745972832,-0.0007899207378008392
0.20000000000000015,-0.00020688295881303215,0.0018598665220861668
0.4000000000000003,0.00521475284884558,-0.001032928951571469
0.6000000000000004,0.025386220294291353,0.0050447541196757045
0.8000000000000006,0.055620087966129786,0.008899537493739904
1.0000000000000007,0.08629050399752176,0.011114746409062405
1.2009999999999785,0.10848385049183223,0.0037392578793465714
1.4009999999999565,0.13429921462846367,-0.00567618503682953
1.6009999999999345,0.16184852232939076,-0.007816107691127493
1.8009999999999124,0.19817082131127303,-0.015945926921700534
2.0009999999998906,0.23176308614931154,-0.029734169649109292
2.2009999999998686,0.25831561838436834,-0.07219180351092652
2.4009999999998466,0.283908963855842,-0.10984237168663034
2.6009999999998246,0.30653753209948065,-0.14675145512592933
2.8009999999998025,0.3215508473362365,-0.19298240580658546
3.0009999999997805,0.33580789258787136,-0.23382555924826554
3.2009999999997585,0.33183700959882634,-0.27955791823429044
3.4009999999997365,0.3113247833609088,-0.3252223724793647
3.6009999999997144,0.2859831310755778,-0.3667611783902978
3.8009999999996924,0.2460045550366106,-0.39864527727038784
4.000999999999671,0.1944724096883198,-0.418269023666592
4.200999999999738,0.14064089207387243,-0.42976846221295395
4.400999999999804,0.0832642787555555,-0.42635363777881047
4.600999999999871,0.02836337879511857,-0.4268672015241696
4.800999999999938,-0.02565204130268283,-0.4283849307974256
5.000000000000004,-0.08181395314469007,-0.42873693916155553
5.200000000000071,-0.13708903250868765,-0.41701702973104937
5.400000000000138,-0.18954158093846651,-0.3958771463444181
5.600000000000205,-0.23872944599868026,-0.37086330369502374
5.800000000000272,-0.28331652725761636,-0.34663776198371593
6.000000000000338,-0.32209368587644166,-0.3286745308245354
6.200000000000405,-0.3486455291677161,-0.29266369621264543
6.400000000000472,-0.3681638770094715,-0.24810261562299382
6.600000000000539,-0.3635362296649827,-0.2055436232017913
6.800000000000606,-0.3476822954023535,-0.1685688000296085
7.000000000000672,-0.3256827931301299,-0.13382490189403656
7.200000000000739,-0.28200058810849565,-0.11159428449460153
7.400000000000806,-0.23431048400685026,-0.1025836415740897
7.600000000000873,-0.18293553399230636,-0.11111137659916832
7.8000000000009395,-0.13469572843795927,-0.11260751381458269
8.000000000001005,-0.08845358271208348,-0.1418507864120907
8.200000000000895,-0.04541453307400242,-0.167180980841498
8.400000000000784,-0.010917548189432934,-0.19469558211340063
8.600000000000673,0.01082608850558377,-0.23329104511999163
8.800000000000562,0.019461976950544232,-0.27772829339426025
9.000000000000451,0.013223672403601347,-0.32883831724421586
9.20000000000034,-0.005246317598434031,-0.3831126866024908
9.40000000000023,-0.033248536068422804,-0.4263791510527869
9.600000000000119,-0.0712846525162767,-0.4525668283337747
9.800000000000008,-0.11312534980991303,-0.4616725892589244
10.000999999999896,-0.15675015568605563,-0.4425444811539905
10.200999999999786,-0.19703633240070187,-0.41548993208019075
10.400999999999675,-0.23174018085105588,-0.3822402787990374
10.600999999999564,-0.24264543583133444,-0.3413585054585512
10.800999999999453,-0.2194967571874465,-0.2938134386519635
11.000999999999342,-0.18111934550809863,-0.25430192189547046
11.200999999999231,-0.13420266726462468,-0.2360330138946541
11.40099999999912,-0.0811522947843094,-0.2372711588366954
11.60099999999901,-0.02994628148268454,-0.23471888741079672
11.800999999998899,0.019794757865988055,-0.23963167184631495
12.000999999998788,0.06441655651493444,-0.2548387141838694
12.200999999998677,0.10052891393611285,-0.2847534769067766
12.400999999998566,0.12901280795626463,-0.3289396053580505
12.600999999998455,0.1522173694121619,-0.38250067325390125
12.800999999998345,0.16584649308623095,-0.4421220274994496
13.000999999998234,0.1558944489249724,-0.5048801992331227
13.200999999998123,0.15426898168153996,-0.5628906758750821
13.400999999998012,0.1313738981346293,-0.6153055875961937
13.600999999997901,0.09330872371796746,-0.6657790777687554
13.80099999999779,0.05258543066725526,-0.7082406862907407
14.00099999999768,-0.00029047259731717826,-0.7383959268281226
14.200999999997569,-0.05280226692880793,-0.7586522616142813
14.400999999997458,-0.10994716531383054,-0.7616554845089978
14.600999999997347,-0.16502433274781703,-0.7545454655562237
14.800999999997236,-0.2188544075500067,-0.7380372518759425
15.000999999997125,-0.27078624119666594,-0.7159138701609837
15.200999999997014,-0.30733092687898317,-0.6785926501966303
15.400999999996904,-0.32843135528076084,-0.631452443642989
15.600999999996793,-0.3440899492300538,-0.5769253880186044
