Time (s),X (m),Y (m)
0.001,0.0006899943756669482,0.0009963285817120476
0.20000000000000015,0.0008765079516617769,-5.780360745693528e-05
0.4000000000000003,0.0018693189282097554,0.00014726520667199803
0.6000000000000004,0.0034728559872407414,-0.0023708993903941403
0.8000000000000006,0.005136666957126435,-0.0011546867620094675
1.0000000000000007,0.00662756150092389,-0.006612468848012757
1.2009999999999785,0.012051089240912555,-0.011151523917103655
1.4009999999999565,0.016691452662720527,-0.011581298729824718
1.6009999999999345,0.020986561020285132,-0.011332483222304117
1.8009999999999124,0.02627686777846007,-0.0055645766975405886
2.0009999999998906,0.032288745627342984,-0.0056553076385499725
2.2009999999998686,0.036354412761326775,-0.004109425926732893
2.4009999999998466,0.04076995988390336,-0.009106916394501525
2.6009999999998246,0.04630347132162156,-0.009625669184034923
2.8009999999998025,0.05195469127722281,-0.00436725314268256
3.0009999999997805,0.06006350758932264,-0.0009421961441056443
3.2009999999997585,0.0680922289411404,0.0012020796073451833
3.4009999999997365,0.0752481224345563,-0.0003073041065753473
3.6009999999997144,0.08390317215016582,0.0016706890524774733
3.8009999999996924,0.09204747439561278,0.0027529170128488905
4.000999999999671,0.10075172980794106,0.007976763524479439
4.200999999999738,0.11043859171452246,0.010948016778165578
4.400999999999804,0.11840613396975286,0.01566995912756617
4.600999999999871,0.1256385583310967,0.021541843845275535
4.800999999999938,0.1350791398137363,0.02401207039044641
5.000000000000004,0.14227750721615706,0.026239977944424932
5.200000000000071,0.14749097111544016,0.025978824214187558
5.400000000000138,0.15641849857395076,0.025646463567432012
5.600000000000205,0.16437716350234038,0.02623265993020175
5.800000000000272,0.17248946010711325,0.02935954107896717
6.000000000000338,0.18304574324790407,0.03147535091381736
6.200000000000405,0.19262044776027734,0.03460847255727732
6.400000000000472,0.20210465322194957,0.039017325472030594
6.600000000000539,0.21147784841094938,0.0406935214115951
6.800000000000606,0.2213846765249599,0.04550121991797258
7.000000000000672,0.23112114430103814,0.049013520987062166
7.200000000000739,0.23954431129398412,0.05423664330447786
7.400000000000806,0.2482946895136045,0.05621129066526015
7.600000000000873,0.25612730908386566,0.06461427565175577
7.8000000000009395,0.26680247063829104,0.06912929394770646
8.000000000001005,0.2763289201932486,0.07490246646022672
8.200000000000895,0.2862351873196891,0.08323965963478573
8.400000000000784,0.2964825507106105,0.08797445541400394
8.600000000000673,0.3047603677208671,0.089268785461963
8.800000000000562,0.3126087167245815,0.09463145328338585
9.000000000000451,0.32057025348422297,0.09829903325196757
9.20000000000034,0.3291565683798587,0.1092665552267856
9.40000000000023,0.3396437704514555,0.11470266511159707
9.600000000000119,0.35051779533691957,0.1201108420381771
9.800000000000008,0.36070381547986485,0.12718423758910577
10.000999999999896,0.37109664957461896,0.1328513705567895
10.200999999999786,0.3782984454736963,0.13663052054128688
10.400999999999675,0.3840816166278843,0.13861941798571312
10.600999999999564,0.3912127359957449,0.1509136966678757
10.800999999999453,0.3995925582286822,0.16055945333131252
11.000999999999342,0.40752657025803285,0.1685417450314025
11.200999999999231,0.4128774464406892,0.18130841738160136
11.40099999999912,0.4150579516705979,0.19601882576308546
11.60099999999901,0.42105946833145513,0.20249663225617992
11.800999999998899,0.424975668598893,0.21679882276464138
12.000999999998788,0.4297658490429943,0.2287057716928056
12.200999999998677,0.43564255227463883,0.23740315886647753
12.400999999998566,0.43915816039813327,0.24693780410610117
12.600999999998455,0.44010526399442645,0.26194362739663746
12.800999999998345,0.44545039834662353,0.2723531490750249
13.000999999998234,0.45275455451530483,0.27654549361381475
13.200999999998123,0.4526388876964035,0.2914422993891715
13.400999999998012,0.45739650579776725,0.3029106206854845
13.600999999997901,0.4654542133310747,0.31173446996864684
13.80099999999779,0.46342904512047073,0.3268564213056338
14.00099999999768,0.46008224880214726,0.34181017918901996
14.200999999997569,0.4609476427088729,0.3524060558763825
14.400999999997458,0.4616899363770967,0.3627137742404942
14.600999999997347,0.4625114202892574,0.3731551316833195
14.800999999997236,0.4602550228733819,0.3865124991318325
15.000999999997125,0.45604832620777475,0.4016234999132334
15.200999999997014,0.4494574272752277,0.4176371389986342
15.400999999996904,0.442954294749483,0.43175950904083804
15.600999999996793,0.44190441416489407,0.44437531812025977
15.800999999996682,0.4407689039434152,0.45534300695310187
16.000999999996573,0.4352332649314874,0.46698189916225485
16.200999999996817,0.4331896680015889,0.4810897414078658
16.40099999999706,0.4325254580218755,0.4951768586250278
16.600999999997306,0.4337289241707828,0.5076110498473622
16.80099999999755,0.43075412497796867,0.5200255708744348
17.000999999997795,0.4263640912613676,0.5347174708643653
17.20099999999804,0.423981585544756,0.5483030104579727
17.400999999998284,0.42168623245915904,0.5608685644199738
17.60099999999853,0.4149380656343359,0.5732947074238242
17.800999999998773,0.4106258335474783,0.5846701131765462
18.000999999999017,0.40301332698544584,0.5963690715384349
18.20099999999926,0.3965476739768581,0.6081460855293266
18.400999999999506,0.39412901115971166,0.6181761982173709
18.60099999999975,0.3900858474751485,0.6267968792860831
18.799999999999994,0.3808911898650042,0.6369060585898487
19.000000000000238,0.372996036305951,0.6464722292378929
19.200000000000482,0.3688737287790866,0.6560441247465894
19.400000000000727,0.3650234267596663,0.6661603123795122
19.60000000000097,0.3606396605051177,0.6754946528700395
19.800000000001216,0.35331990980844374,0.686037327425862
20.00000000000146,0.3501564003884658,0.6956327352025654
